trade_id,symbol,trade_type,status,entry_price,average_price,current_size,size,created_at,closed_at,exit_price,average_exit_price,profit_loss,risk_reward_ratio,win_loss,is_contract,is_day_trade,strike,expiration_date,option_type,transaction_type,amount,txn_size,txn_created_at,regular_trades_pl,strategy_trades_pl,total_pl
YJJJ9VLH,SOXL,BTO,CLOSED,0.76,0.56,0,1,2025-03-03 18:13:18.842000+00:00,2025-03-10 13:17:30.877000+00:00,0.0,0.0,-1.12,,LOSS,True,False,23.0,2025-03-07 20:30:00+00:00,C,CLOSE,0.0,2,2025-03-10 13:17:30.877000+00:00,-1891.7,0.0,-1891.7
YJJJ9VLH,SOXL,BTO,CLOSED,0.76,0.56,0,1,2025-03-03 18:13:18.842000+00:00,2025-03-10 13:17:30.877000+00:00,0.0,0.0,-1.12,,LOSS,True,False,23.0,2025-03-07 20:30:00+00:00,C,CLOSE,0.0,2,2025-03-10 13:17:30.877000+00:00,-60843.88,0.0,-60843.88
YJJJ9VLH,SOXL,BTO,CLOSED,0.76,0.56,0,1,2025-03-03 18:13:18.842000+00:00,2025-03-10 13:17:30.877000+00:00,0.0,0.0,-1.12,,LOSS,True,False,23.0,2025-03-07 20:30:00+00:00,C,CLOSE,0.0,2,2025-03-10 13:17:30.877000+00:00,-1051.6,0.0,-1051.6
EF27ruHq,SPX,BTO,CLOSED,12.2,12.2,0,6,2024-09-30 13:02:47.015830+00:00,2025-01-25 17:44:43.227285+00:00,18.4,18.4,37.2,,WIN,True,False,5850.0,2024-10-16 21:15:00+00:00,,OPEN,12.2,6,2024-09-30 13:02:47.022866+00:00,7920.0,0.0,7920.0
EF27ruHq,SPX,BTO,CLOSED,12.2,12.2,0,6,2024-09-30 13:02:47.015830+00:00,2025-01-25 17:44:43.227285+00:00,18.4,18.4,37.2,,WIN,True,False,5850.0,2024-10-16 21:15:00+00:00,,OPEN,12.2,6,2024-09-30 13:02:47.022866+00:00,-18406.92,0.0,-18406.92
EF27ruHq,SPX,BTO,CLOSED,12.2,12.2,0,6,2024-09-30 13:02:47.015830+00:00,2025-01-25 17:44:43.227285+00:00,18.4,18.4,37.2,,WIN,True,False,5850.0,2024-10-16 21:15:00+00:00,,OPEN,12.2,6,2024-09-30 13:02:47.022866+00:00,-18589.58,0.0,-18589.58
EF27ruHq,SPX,BTO,CLOSED,12.2,12.2,0,6,2024-09-30 13:02:47.015830+00:00,2025-01-25 17:44:43.227285+00:00,18.4,18.4,37.2,,WIN,True,False,5850.0,2024-10-16 21:15:00+00:00,,OPEN,12.2,6,2024-09-30 13:02:47.022866+00:00,-1891.7,0.0,-1891.7
EF27ruHq,SPX,BTO,CLOSED,12.2,12.2,0,6,2024-09-30 13:02:47.015830+00:00,2025-01-25 17:44:43.227285+00:00,18.4,18.4,37.2,,WIN,True,False,5850.0,2024-10-16 21:15:00+00:00,,OPEN,12.2,6,2024-09-30 13:02:47.022866+00:00,-60843.88,0.0,-60843.88
EF27ruHq,SPX,BTO,CLOSED,12.2,12.2,0,6,2024-09-30 13:02:47.015830+00:00,2025-01-25 17:44:43.227285+00:00,18.4,18.4,37.2,,WIN,True,False,5850.0,2024-10-16 21:15:00+00:00,,OPEN,12.2,6,2024-09-30 13:02:47.022866+00:00,-1051.6,0.0,-1051.6
SQOVPQ4X,NVDA,BTO,CLOSED,2.32,2.32,0,1,2025-03-05 16:15:25.629000+00:00,2025-03-10 13:17:37.692000+00:00,0.0,0.0,-2.32,,LOSS,True,True,117.0,2025-03-07 20:30:00+00:00,C,CLOSE,0.0,1,2025-03-10 13:17:37.692000+00:00,70.0,0.0,70.0
SQOVPQ4X,NVDA,BTO,CLOSED,2.32,2.32,0,1,2025-03-05 16:15:25.629000+00:00,2025-03-10 13:17:37.692000+00:00,0.0,0.0,-2.32,,LOSS,True,True,117.0,2025-03-07 20:30:00+00:00,C,CLOSE,0.0,1,2025-03-10 13:17:37.692000+00:00,-7812.0,0.0,-7812.0
SQOVPQ4X,NVDA,BTO,CLOSED,2.32,2.32,0,1,2025-03-05 16:15:25.629000+00:00,2025-03-10 13:17:37.692000+00:00,0.0,0.0,-2.32,,LOSS,True,True,117.0,2025-03-07 20:30:00+00:00,C,CLOSE,0.0,1,2025-03-10 13:17:37.692000+00:00,3660.5,0.0,3660.5
SQOVPQ4X,NVDA,BTO,CLOSED,2.32,2.32,0,1,2025-03-05 16:15:25.629000+00:00,2025-03-10 13:17:37.692000+00:00,0.0,0.0,-2.32,,LOSS,True,True,117.0,2025-03-07 20:30:00+00:00,C,CLOSE,0.0,1,2025-03-10 13:17:37.692000+00:00,-322513.1,0.0,-322513.1
SQOVPQ4X,NVDA,BTO,CLOSED,2.32,2.32,0,1,2025-03-05 16:15:25.629000+00:00,2025-03-10 13:17:37.692000+00:00,0.0,0.0,-2.32,,LOSS,True,True,117.0,2025-03-07 20:30:00+00:00,C,CLOSE,0.0,1,2025-03-10 13:17:37.692000+00:00,-180313.43,0.0,-180313.43
SQOVPQ4X,NVDA,BTO,CLOSED,2.32,2.32,0,1,2025-03-05 16:15:25.629000+00:00,2025-03-10 13:17:37.692000+00:00,0.0,0.0,-2.32,,LOSS,True,True,117.0,2025-03-07 20:30:00+00:00,C,CLOSE,0.0,1,2025-03-10 13:17:37.692000+00:00,15.0,0.0,15.0
iECqJwN9,SPX,STO,CLOSED,-11.7,-11.7,0,6,2024-09-30 13:02:47.025384+00:00,2025-01-25 17:44:43.286123+00:00,-4.7,-4.7,42.0,,WIN,True,True,5750.0,2024-09-30 21:15:00+00:00,,OPEN,-11.7,6,2024-09-30 13:02:47.030001+00:00,7920.0,0.0,7920.0
iECqJwN9,SPX,STO,CLOSED,-11.7,-11.7,0,6,2024-09-30 13:02:47.025384+00:00,2025-01-25 17:44:43.286123+00:00,-4.7,-4.7,42.0,,WIN,True,True,5750.0,2024-09-30 21:15:00+00:00,,OPEN,-11.7,6,2024-09-30 13:02:47.030001+00:00,-18406.92,0.0,-18406.92
iECqJwN9,SPX,STO,CLOSED,-11.7,-11.7,0,6,2024-09-30 13:02:47.025384+00:00,2025-01-25 17:44:43.286123+00:00,-4.7,-4.7,42.0,,WIN,True,True,5750.0,2024-09-30 21:15:00+00:00,,OPEN,-11.7,6,2024-09-30 13:02:47.030001+00:00,-18589.58,0.0,-18589.58
iECqJwN9,SPX,STO,CLOSED,-11.7,-11.7,0,6,2024-09-30 13:02:47.025384+00:00,2025-01-25 17:44:43.286123+00:00,-4.7,-4.7,42.0,,WIN,True,True,5750.0,2024-09-30 21:15:00+00:00,,OPEN,-11.7,6,2024-09-30 13:02:47.030001+00:00,-1891.7,0.0,-1891.7
iECqJwN9,SPX,STO,CLOSED,-11.7,-11.7,0,6,2024-09-30 13:02:47.025384+00:00,2025-01-25 17:44:43.286123+00:00,-4.7,-4.7,42.0,,WIN,True,True,5750.0,2024-09-30 21:15:00+00:00,,OPEN,-11.7,6,2024-09-30 13:02:47.030001+00:00,-60843.88,0.0,-60843.88
iECqJwN9,SPX,STO,CLOSED,-11.7,-11.7,0,6,2024-09-30 13:02:47.025384+00:00,2025-01-25 17:44:43.286123+00:00,-4.7,-4.7,42.0,,WIN,True,True,5750.0,2024-09-30 21:15:00+00:00,,OPEN,-11.7,6,2024-09-30 13:02:47.030001+00:00,-1051.6,0.0,-1051.6
iECqJwN9,SPX,STO,CLOSED,-11.7,-11.7,0,6,2024-09-30 13:02:47.025384+00:00,2025-01-25 17:44:43.286123+00:00,-4.7,-4.7,42.0,,WIN,True,True,5750.0,2024-09-30 21:15:00+00:00,,CLOSE,-4.7,6,2024-09-30 13:16:21.953359+00:00,7920.0,0.0,7920.0
iECqJwN9,SPX,STO,CLOSED,-11.7,-11.7,0,6,2024-09-30 13:02:47.025384+00:00,2025-01-25 17:44:43.286123+00:00,-4.7,-4.7,42.0,,WIN,True,True,5750.0,2024-09-30 21:15:00+00:00,,CLOSE,-4.7,6,2024-09-30 13:16:21.953359+00:00,-18406.92,0.0,-18406.92
iECqJwN9,SPX,STO,CLOSED,-11.7,-11.7,0,6,2024-09-30 13:02:47.025384+00:00,2025-01-25 17:44:43.286123+00:00,-4.7,-4.7,42.0,,WIN,True,True,5750.0,2024-09-30 21:15:00+00:00,,CLOSE,-4.7,6,2024-09-30 13:16:21.953359+00:00,-18589.58,0.0,-18589.58
iECqJwN9,SPX,STO,CLOSED,-11.7,-11.7,0,6,2024-09-30 13:02:47.025384+00:00,2025-01-25 17:44:43.286123+00:00,-4.7,-4.7,42.0,,WIN,True,True,5750.0,2024-09-30 21:15:00+00:00,,CLOSE,-4.7,6,2024-09-30 13:16:21.953359+00:00,-1891.7,0.0,-1891.7
iECqJwN9,SPX,STO,CLOSED,-11.7,-11.7,0,6,2024-09-30 13:02:47.025384+00:00,2025-01-25 17:44:43.286123+00:00,-4.7,-4.7,42.0,,WIN,True,True,5750.0,2024-09-30 21:15:00+00:00,,CLOSE,-4.7,6,2024-09-30 13:16:21.953359+00:00,-60843.88,0.0,-60843.88
iECqJwN9,SPX,STO,CLOSED,-11.7,-11.7,0,6,2024-09-30 13:02:47.025384+00:00,2025-01-25 17:44:43.286123+00:00,-4.7,-4.7,42.0,,WIN,True,True,5750.0,2024-09-30 21:15:00+00:00,,CLOSE,-4.7,6,2024-09-30 13:16:21.953359+00:00,-1051.6,0.0,-1051.6
ZQV0X25S,SPXW,BTO,CLOSED,16.0,8.175,0,1,2025-03-03 19:01:19+00:00,2025-03-10 13:17:55.341000+00:00,0.0,0.0,-16.35,,LOSS,True,True,5990.0,2025-03-06 20:30:00+00:00,C,CLOSE,0.0,2,2025-03-10 13:17:55.341000+00:00,70.0,0.0,70.0
ZQV0X25S,SPXW,BTO,CLOSED,16.0,8.175,0,1,2025-03-03 19:01:19+00:00,2025-03-10 13:17:55.341000+00:00,0.0,0.0,-16.35,,LOSS,True,True,5990.0,2025-03-06 20:30:00+00:00,C,CLOSE,0.0,2,2025-03-10 13:17:55.341000+00:00,-7812.0,0.0,-7812.0
ZQV0X25S,SPXW,BTO,CLOSED,16.0,8.175,0,1,2025-03-03 19:01:19+00:00,2025-03-10 13:17:55.341000+00:00,0.0,0.0,-16.35,,LOSS,True,True,5990.0,2025-03-06 20:30:00+00:00,C,CLOSE,0.0,2,2025-03-10 13:17:55.341000+00:00,3660.5,0.0,3660.5
ZQV0X25S,SPXW,BTO,CLOSED,16.0,8.175,0,1,2025-03-03 19:01:19+00:00,2025-03-10 13:17:55.341000+00:00,0.0,0.0,-16.35,,LOSS,True,True,5990.0,2025-03-06 20:30:00+00:00,C,CLOSE,0.0,2,2025-03-10 13:17:55.341000+00:00,-322513.1,0.0,-322513.1
ZQV0X25S,SPXW,BTO,CLOSED,16.0,8.175,0,1,2025-03-03 19:01:19+00:00,2025-03-10 13:17:55.341000+00:00,0.0,0.0,-16.35,,LOSS,True,True,5990.0,2025-03-06 20:30:00+00:00,C,CLOSE,0.0,2,2025-03-10 13:17:55.341000+00:00,-180313.43,0.0,-180313.43
ZQV0X25S,SPXW,BTO,CLOSED,16.0,8.175,0,1,2025-03-03 19:01:19+00:00,2025-03-10 13:17:55.341000+00:00,0.0,0.0,-16.35,,LOSS,True,True,5990.0,2025-03-06 20:30:00+00:00,C,CLOSE,0.0,2,2025-03-10 13:17:55.341000+00:00,15.0,0.0,15.0
o4ZvJFDq,OXY,BTO,CLOSED,0.62,0.62,0,6,2024-09-30 13:31:13.597888+00:00,2025-01-25 17:44:43.409884+00:00,0.0,0.0,-3.72,,LOSS,True,False,60.0,2024-12-20 21:15:00+00:00,CALL,OPEN,0.62,6,2024-09-30 13:31:14.243099+00:00,7920.0,0.0,7920.0
o4ZvJFDq,OXY,BTO,CLOSED,0.62,0.62,0,6,2024-09-30 13:31:13.597888+00:00,2025-01-25 17:44:43.409884+00:00,0.0,0.0,-3.72,,LOSS,True,False,60.0,2024-12-20 21:15:00+00:00,CALL,OPEN,0.62,6,2024-09-30 13:31:14.243099+00:00,-18406.92,0.0,-18406.92
o4ZvJFDq,OXY,BTO,CLOSED,0.62,0.62,0,6,2024-09-30 13:31:13.597888+00:00,2025-01-25 17:44:43.409884+00:00,0.0,0.0,-3.72,,LOSS,True,False,60.0,2024-12-20 21:15:00+00:00,CALL,OPEN,0.62,6,2024-09-30 13:31:14.243099+00:00,-18589.58,0.0,-18589.58
o4ZvJFDq,OXY,BTO,CLOSED,0.62,0.62,0,6,2024-09-30 13:31:13.597888+00:00,2025-01-25 17:44:43.409884+00:00,0.0,0.0,-3.72,,LOSS,True,False,60.0,2024-12-20 21:15:00+00:00,CALL,OPEN,0.62,6,2024-09-30 13:31:14.243099+00:00,-1891.7,0.0,-1891.7
o4ZvJFDq,OXY,BTO,CLOSED,0.62,0.62,0,6,2024-09-30 13:31:13.597888+00:00,2025-01-25 17:44:43.409884+00:00,0.0,0.0,-3.72,,LOSS,True,False,60.0,2024-12-20 21:15:00+00:00,CALL,OPEN,0.62,6,2024-09-30 13:31:14.243099+00:00,-60843.88,0.0,-60843.88
o4ZvJFDq,OXY,BTO,CLOSED,0.62,0.62,0,6,2024-09-30 13:31:13.597888+00:00,2025-01-25 17:44:43.409884+00:00,0.0,0.0,-3.72,,LOSS,True,False,60.0,2024-12-20 21:15:00+00:00,CALL,OPEN,0.62,6,2024-09-30 13:31:14.243099+00:00,-1051.6,0.0,-1051.6
NYG5UT9P,SPY,BTO,CLOSED,1.87,1.87,0,1,2025-03-11 14:04:39.284000+00:00,2025-03-11 14:11:08.407000+00:00,2.7075,2.7075,0.837499999999999,,WIN,True,True,560.0,2025-03-11 20:30:00+00:00,C,CLOSE,2.76,0.75,2025-03-11 14:11:08.407000+00:00,70.0,0.0,70.0
NYG5UT9P,SPY,BTO,CLOSED,1.87,1.87,0,1,2025-03-11 14:04:39.284000+00:00,2025-03-11 14:11:08.407000+00:00,2.7075,2.7075,0.837499999999999,,WIN,True,True,560.0,2025-03-11 20:30:00+00:00,C,CLOSE,2.76,0.75,2025-03-11 14:11:08.407000+00:00,-7812.0,0.0,-7812.0
NYG5UT9P,SPY,BTO,CLOSED,1.87,1.87,0,1,2025-03-11 14:04:39.284000+00:00,2025-03-11 14:11:08.407000+00:00,2.7075,2.7075,0.837499999999999,,WIN,True,True,560.0,2025-03-11 20:30:00+00:00,C,CLOSE,2.76,0.75,2025-03-11 14:11:08.407000+00:00,3660.5,0.0,3660.5
